_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
366,Percent for Public Art - Private Developer Program,951116,"100 Princes' Boulevard, Enercare Centre, Exhibition Place","Lexier, Micah",Hall of Names,Stainless Steel,None,Existing,Lexier_Hall_of_Names.jpg,https://www.toronto.ca/ext/pln/publicart/Lexier_Hall_of_Names.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Lexier_Hall_of_Names.jpg,Photo of sculptural work of 1000 names made of stainless steel hanging from the ceiling of the Galleria.,10,Spadina-Fort York,1997,"Installed in the building's 245-metre-long Galleria, this piece is made up of 1000 first names, laser-cut from thin sheets of stainless steel. The names hang like vines or stalactites from the galleria ceiling, and mirror the hundreds of thousands of greetings-by-name (and names from many cultures) that will go on at the National Trade Centre in the years to come.",None,Metro Toronto and Exhibition Place,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.413126, 43.634165]]}"
367,Percent for Public Art - Private Developer Program,5101,"21 Carlton Street, The Met","Göllner, Adrian",Harbinger,"Stainless Steel, LED Lights, Resin",None,Existing,Gollner_Harbinger2.jpg,https://www.toronto.ca/ext/pln/publicart/Gollner_Harbinger2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Gollner_Harbinger2.jpg,None,13,Toronto Centre,2007,"Inspired by the streamlined design of the building tower, the artist designed a beacon of light that illuminates with a colour signaling the wind speed on the roof. Using LED technology and meteorological equipment, the colour range goes from blue, green, yellow, red to purple, where blue means calm, and purple signals gusts of wind closer to 60 km/hour.",None,Edilcan Group,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.381928, 43.661102]]}"
368,Percent for Public Art Commissions Donated to the City,98069,Canoe Landing Park,"Coupland, Douglas",Iceberg Benches,None,None,Existing,Coupland_IcebergBenches.jpg,https://www.toronto.ca/ext/pln/publicart/Coupland_IcebergBenches.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Coupland_IcebergBenches.jpg,None,10,Spadina-Fort York,2009,"Playful iceberg-shaped benches are lit from below with blue LED lighting, and gracefully float alongside the nearby Canoe.",None,Concord Adex Development Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.396766, 43.638625]]}"
369,Percent for Public Art - Private Developer Program,8048,18 Yonge Street,"Otterness, Tom",Immigrant Family,Bronze,None,Existing,Otterness_Immigrant_Family.jpg,https://www.toronto.ca/ext/pln/publicart/Otterness_Immigrant_Family.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Otterness_Immigrant_Family.jpg,None,10,Spadina-Fort York,2008,None,None,H&R Development and Lanterra Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.376232, 43.644457]]}"
370,Percent for Public Art - Private Developer Program,8047,"582 Sherbourne Street, James Cooper Mansion Condo","Garnet, Eldon",Inversion,Bronze,None,Existing,Inversion2.jpg,https://www.toronto.ca/ext/pln/publicart/Inversion2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Inversion2.jpg,Photo of a sculptural work of a deer in bronze on the vertical plane of a steel plinth.  Located outside the entrance of the James Cooper Mansion.,13,Toronto Centre,2011,"The multi-sited sculptural work, Inversion, is a comment about our current, local relationship with the age old Canadian and particularly urban interaction with nature. Simply put, nature has now been turned on its head. The threat has gone, the desire is not to fortify our existence against the wilderness which has been tamed to disappearance, but rather, it is now a nostalgic desire to embrace what no longer exists. Our current longing is to return a sense of nature to our environment, not to build walls against its presence, but rather to embrace nature.",None,Tridel,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.376696, 43.670922]]}"
371,Percent for Public Art - Private Developer Program,12057,"190 Fort York Boulevard, Toronto Public Library - Fort York Branch","Pachter, Charles / Atwood, Margaret",Journals of Susanna Moodie,None,None,Existing,Journals.jpg,https://www.toronto.ca/ext/pln/publicart/Journals.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Journals.jpg,None,10,Spadina-Fort York,2014,None,None,Context Development,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.399928, 43.639527]]}"
372,Percent for Public Art - Private Developer Program,6102,"135 Village Green Square, Metrogate Park","Thib, Jeannie",Knot,None,None,Existing,Knot.jpg,https://www.toronto.ca/ext/pln/publicart/Knot.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Knot.jpg,None,22,Scarborough-Agincourt,2010,"To maximize the value of a limited art budget, the artist worked with the project landscape architect to create an artwork that was integrated with the overall landscape design. The granite ""topiary"" pieces can be used as benches, providing amenity to the park, while the knot pattern of the paving and extruded forms provides visual interest when viewed from the surrounding residential towers.",None,Tridel,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.280751, 43.777872]]}"
373,Percent for Public Art - Private Developer Program,8055,"107 The Queensway, NXT Condos","McEwen, John",Lake Iroquois,None,None,Existing,McEwen_Lake_Iroquois.jpg,https://www.toronto.ca/ext/pln/publicart/McEwen_Lake_Iroquois.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/McEwen_Lake_Iroquois.jpg,"Photo of sculptural work of a shell, wolf and a bottle in gold colour on top a stone base in white.  Located on the forecourt of the housing complex.",4,Parkdale-High Park,2008,None,None,Cresford Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.469977, 43.636987]]}"
374,Percent for Public Art - Private Developer Program,94027,"18 York Street, York Street Pedestrian Bridge","Carpenter, James",Lake Light Threshold,"Glass, LED lights",None,Existing,LakeLightThreshold.jpg,https://www.toronto.ca/ext/pln/publicart/LakeLightThreshold.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/LakeLightThreshold.jpg,None,10,Spadina-Fort York,2012,None,None,GWL Realty Advisors,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.382251, 43.643211]]}"
375,Percent for Public Art - Private Developer Program,94065,"10 Court Street, Court House Square","Schelle, Susan",Laws of Nature,"Stone, Metal, Landscaping",None,Existing,laws_of_nature.jpg,https://www.toronto.ca/ext/pln/publicart/laws_of_nature.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/laws_of_nature.jpg,None,13,Toronto Centre,1999,None,None,Citicom Incorporated,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.375472, 43.650487]]}"
376,Percent for Public Art - Private Developer Program,3101,"25 Breadalbane Street, East of Bay Park","Steinman, Barbara",Leaf Garden,"Granite, Landscaping, Water",None,Existing,LeafGarden8waterspray.jpg,https://www.toronto.ca/ext/pln/publicart/LeafGarden8waterspray.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/LeafGarden8waterspray.jpg,None,13,Toronto Centre,2003,"The park at Opera Place is a sculptural space inspired by the relationship between nature and urban design. Foliage in the half-acre park consists of a variety of trees, shrubs, perennials, grass, ground cover and bulbs that ensure the park is visually pleasing throughout the year. The leaf nodes and main 'stem' pathways in the park are of coloured concrete, granite and soft planting with granite segments water jet cut like the cells of a leaf. The park also has a water feature inset in one of the leaf nodes. Alternately misting and spraying in a Morse code sequence it spells out 'it's time the stone consented to bloom' - a line of poetry by Romanian born poet Paul Celan.",None,East of Bay Development Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.385576, 43.663467]]}"
377,Percent for Public Art - Private Developer Program,98069,23 Spadina Avenue,"Mustafa, Maha",Light Canoes,None,None,Existing,Mustafa_Light_Canoes2.jpg,https://www.toronto.ca/ext/pln/publicart/Mustafa_Light_Canoes2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Mustafa_Light_Canoes2.jpg,Photo of sculptural lighting installation with incandescent blue light. Located in the Spadina Avenue underpass East of Front Street raised on the concrete wall elevation.,10,Spadina-Fort York,2009,"When faced with the necessity to create lighting for an underpass that runs beneath Spadina Avenue, just south of Front Street, the developer enlisted artist Maha Mustafa to intervene with a more creative solution to the problem. The result is this elegant sculptural lighting installation, which floods the 45-metre underpass with an incandescent blue light.",None,Concord Adex Development Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.393797, 43.641389]]}"
378,Percent for Public Art - Private Developer Program,11051,"525 Wilson Avenue, Gramercy Park Condos","Covit, Linda",Light Containers,None,None,Existing,LightContainers.jpg,https://www.toronto.ca/ext/pln/publicart/LightContainers.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/LightContainers.jpg,None,6,York Centre,2013,"This multi-?component artwork animates the streetscape along Wilson Avenue and defines the primary entrance to the main public courtyard of the building while visually reinforcing the corner of the property. Integrated into the landscape design, through a simple illumination system and perforations in the sculptural forms, floral images appear, disappear and reappear.  ""Thousands of perforations compose an image of spy apple blossoms, referencing fruit that once grew in nearby orchards"". Artist Statement",None,Malibu Investments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.446375, 43.734468]]}"
379,Percent for Public Art - Private Developer Program,8044,"125 Queens Quay East, Corus Quay",Troika,Lightning Bolt,None,None,Existing,Troika_LightningBolt.jpg,https://www.toronto.ca/ext/pln/publicart/Troika_LightningBolt.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Troika_LightningBolt.jpg,None,10,Spadina-Fort York,2010,"The three-dimensional, highly intricate lightning bolt appears to enter into the concrete fabric of the building through the roof, into the atrium. It is clad with semi-transparent poly-carbonate and fitted with an internal LED system that allows the whole sculpture to be illuminated and animated.
In nature, lightning is - because of its extreme brightness and speed - thought of by an observer as two-dimensional. In reality, a lightning bolt unfolds in three dimensions, always following the path of least resistance. This means that a lightning bolt, if one could observe it as frozen in time, exhibits a complex three dimensional structure akin to a tree root system.  The structure displays the sublime aspect of nature and entices the visitors to discover the elegant shapes and movements of this natural phenomenon on a dramatic scale.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.366339, 43.643263]]}"
380,Percent for Public Art - Private Developer Program,7042,"311 Bay Street,  The St. Regis Hotel","Snow, Micheal / Speirs, Jonathan",Lightline,Light Sculpture,None,Existing,Lightline.jpg,https://www.toronto.ca/ext/pln/publicart/Lightline.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Lightline.jpg,None,13,Toronto Centre,2011,None,None,Trump International Hotel and Tower,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38032313, 43.64975546]]}"
381,Percent for Public Art - Private Developer Program,97078,"750 Bay Street, The Penrose","Widgery, Catherine",Liquid Echo,"Aluminum, Stone, Stainless Steel, Concrete, Honey Locust Trees",None,Existing,liquidecho1R.jpg,https://www.toronto.ca/ext/pln/publicart/liquidecho1R.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/liquidecho1R.jpg,None,11,University-Rosedale,1999,None,None,H & R Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.385626, 43.65975]]}"
382,Percent for Public Art - Private Developer Program,8042,"15 York Street, Maple Leaf Square",United Visual Artists,Maple Leaf Square - Canopy,Light Sculpture,None,Existing,Canopy.jpg,https://www.toronto.ca/ext/pln/publicart/Canopy.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Canopy.jpg,None,10,Spadina-Fort York,2011,"Inspired by the experience of walking through a forest's dappled light, Canopy is a 90-meter long light sculpture spanning the front facade of the Maple Leaf Square building in Toronto, Canada. This permanent architectural installation is made of thousands of identical modules, organised in a non-repeating growth pattern. Their form, abstracted from the geometry of leaves, reflects nature. A combination of daylight and artificial light sweeping through the work recalls the activity of cells within a leaf, leaves in a forest canopy, or a city seen from the air.",None,York Bremner Developments Limited,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.381067, 43.642566]]}"
383,Percent for Public Art - Private Developer Program,8042,"15 York Street, Maple Leaf Square",United Visual Artists,Maple Leaf Square - Connection,LED Lights,None,Existing,UnitedVisualArtists_MapleLeafSquareConnection2.jpg,https://www.toronto.ca/ext/pln/publicart/UnitedVisualArtists_MapleLeafSquareConnection2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/UnitedVisualArtists_MapleLeafSquareConnection2.jpg,None,10,Spadina-Fort York,2011,"This lighting system is a computer controlled multi-coloured, motion sensitive LED lighting system that has programmed artistic lighting patterns that respond to pedestrians walking through the bridge, creating an interactive experience. Clear tubes run from ceiling to floor holding the LED lights, while the wiring for same is completely hidden. Lighting is also installed beneath the handrails to provide a down-lighting effect.",None,York Bremner Developments Limited,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.379834, 43.642797]]}"
384,Percent for Public Art - Private Developer Program,7044,"21 Grand Magazine Street, West Harbour Condos","Cesta, Carlo",Marais,None,None,Existing,Marais.jpg,https://www.toronto.ca/ext/pln/publicart/Marais.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Marais.jpg,None,10,Spadina-Fort York,2011,None,None,None,None,landscape,https://www.youtube.com/watch?v=sZztTUlxc14,External video,"{'type': 'MultiPoint', 'coordinates': [[-79.4020594, 43.63647469]]}"
385,Percent for Public Art - Private Developer Program,11052,"2025 Sheppard Avenue East, Ultra at Heron's Hill","Lind, Jed",Mariner,Painted Stainless Steel,None,Existing,Mariner.jpg,https://www.toronto.ca/ext/pln/publicart/Mariner.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Mariner.jpg,None,17,Don Valley North,2014,"Standing at 16 ft. tall, mariner creates a mesmeric landmark in the development and enriches the Yorkland Road streetscape. Bold and beautiful, it consists of a series of angled geometric planes built up in an open-sided structure, some flat, some perforated, forming patterns that look almost like fragile lace at the top. It reads like a geodesic abstraction and dematerializing oceanic form as it breaks away into the sky. Painted in gleaming white that shimmers in the daytime and is lit up dramatically at night, this work of art will, undoubtedly, provide the public with an exciting new experience. Mariner symbolizes a vessel that contains our emotions ranging from hope and despair, but ultimately to possibilities"" Lind declares. It finds its inspiration in the folded paper dymaxion maps developed by the late American architect, Buckminster Fuller, to represent our world as one island in one ocean. At the same time, the work refers to a crucial moment in 1967-68 when the first early images of space exploration returned to earth, changing our perception of space, cartography, and the unknown, reminders of our lonely planet's splendid isolation and delicate fragility.",None,Monarch Development Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.336741, 43.775334]]}"
